"X.words","word_cnt","description","DONE","date","estimate","actual"
"@apsupp,@filters","1,1,1,1,1,1,1,1,1,1",9950,0,2010-09-30,2,NA
"@personal,@unexp","1,1,1,1,1,1,1,1,1",106,1,2010-10-01,1,1
"@apsupp,@filters","1,1,1,1,1,1,1,1,1",113,0,2010-10-01,1,NA
"@craft,@twcodereview","1,1,1,1,1,1,1,1,1",357,1,2010-10-01,1,3
"@craft,@twcodereview","1,1,1,1,1,1",567,1,2010-10-01,2,2
"@freelance","1,1,1,1,1,1",2092,0,2010-10-01,4,4
"@apsupp,@filters","1,1,1,1,1,1,1,1",2195,0,2010-10-01,4,NA
"@craft,@twcodereview","1,1,1,1,1",3416,1,2010-10-01,2,2
"@personal","1,1,1,1,1,1,1,1,1,1",7203,0,2010-10-01,1,NA
"@apsupp,@tickets","1,1,1,1,1,1,3,1,1,1,1,1",8968,0,2010-10-01,2,NA
"@apsupp,@filters","1,1,1,1,1,1,1,1,1,1",9950,0,2010-10-01,2,NA
"@planning","1",1,1,2010-10-04,1,3
"@personal","1,1,1,1",1698,1,2010-10-04,3,2
"@craft,@unexp","1,1,1,1,1,1,1,1",5167,0,2010-10-04,4,2
"@job","1,1,1",5293,1,2010-10-04,2,1
"@job","1,1,1,1,1,1",5294,1,2010-10-04,1,NA
"@job","1,1,1,1,1,1,1",5295,1,2010-10-04,2,1
"@apsupp,@filters","1,1,1,1,1,1,1,1,1,1",9950,1,2010-10-04,2,2
"@planning","1",1,1,2010-10-05,1,3
"@apsupp,@filters","1,1,1,1,1,1",1067,0,2010-10-05,6,NA
"@craft","1,1",1768,0,2010-10-05,1,NA
"@apsupp,@tags,@bug","1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1",4512,1,2010-10-05,3,1
"@craft","1,1,1,1",4969,0,2010-10-05,1,1
"@craft","1,1,1,1",6514,0,2010-10-05,1,1
"@craft","2,1,1",7678,0,2010-10-05,1,NA
"@apsupp,@filters","1,1,1,1,1,1,1,1,1,1",7928,1,2010-10-05,3,1
"@craft,@unexp","1,1,1,2,1,1,1",8380,1,2010-10-05,1,1
"@craft","1,1,1,1",8502,0,2010-10-05,1,1
"@apsupp,@tickets","1,1,1,1,1,1,3,1,1,1,1,1",8968,1,2010-10-05,2,2
"@apsupp,@filters,@bug","1,1,1,1,1,1,1,1,1,1,1,1,1",9007,1,2010-10-05,2,2
"@apsupp,@filters,@bug","1,1,1,1,1,1,1,1,1,1,1,1,1,1",9010,1,2010-10-05,1,1
"@apsupp,@planning","1,1,1,1,1,1,1,1,1",10055,1,2010-10-05,2,2
"@planning","1",1,1,2010-10-06,1,1
"@apsupp,@filters,@ui","1,1,1,1,1,1,1,1,1",796,1,2010-10-06,3,4
"@craft","1,1,1,1,1,1,1",805,0,2010-10-06,2,NA
"@craft","1,1",1768,0,2010-10-06,1,NA
"@craft","1,1,1,1",4969,0,2010-10-06,1,NA
"@craft","1,1,1,1",6514,0,2010-10-06,1,NA
"@craft","1,1,1,1,1,1,1,1,1,1,1",7529,0,2010-10-06,1,NA
"@craft","2,1,1",7678,0,2010-10-06,1,NA
"@apsupp,@filters,@ui","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",8110,1,2010-10-06,2,1
"@craft","1,1,1,1",8502,0,2010-10-06,1,NA
"@conf","1,1,1,1,1,1,1",8591,1,2010-10-06,2,3
"@apsupp,@filters,@ui","1,1,2,1,1,2,1,2,1,1,1,1,1,1",9589,1,2010-10-06,1,2
"@craft","1,1,1,1,1,1,1",9592,0,2010-10-06,1,3
"@craft","1,1,1,1,1,1,1,1,1,1",9593,1,2010-10-06,1,1
"@apsupp,@planning","1,1,1,1,1,1",10414,1,2010-10-06,2,1
"@planning","1",1,1,2010-10-08,1,1
"@craft","1,1,1,1,1,1,1,1",348,0,2010-10-08,1,NA
"@craft","1,1,1,1,1,1",806,0,2010-10-08,2,NA
"@craft","1,1",1768,0,2010-10-08,1,NA
"@craft","1,1,1,1",4969,0,2010-10-08,1,NA
"@macaruby,@porting","1,1,1,1,1,1",5894,0,2010-10-08,2,1
"@todo","1,1,1,1,1,1,1",5977,1,2010-10-08,2,2
"@macaruby","1,1,1,1,1,1,1,1,1,1,1,1",6012,1,2010-10-08,4,1
"@planning,@freelance","1,1,1,1,1,1,2,1,1",6089,1,2010-10-08,1,3
"@planning,@craft","1,1,1,1,1",6241,1,2010-10-08,1,1
"@craft","1,1,1,1",6514,0,2010-10-08,1,NA
"@macaruby,@porting","1,1,1,1,1,1,1,1",6885,0,2010-10-08,5,NA
"@macaruby,@porting","1,1,1,1,1,1,1,1",6885,0,2010-10-08,5,NA
"@macaruby,@porting","1,1,1,1,1,1,1",6886,0,2010-10-08,3,NA
"@craft","2,1,1",7678,0,2010-10-08,1,NA
"@craft","1,1,1,1",8502,0,2010-10-08,1,NA
"@craft","1,1,1,1,1,1,1",8592,1,2010-10-08,2,2
"@personal","1,1,1,1,1,1,1,1,1",8743,1,2010-10-08,1,0
"@macaruby","1,1,1,1,1,1,1",10255,1,2010-10-08,4,3
"@planning","1",1,1,2010-10-11,1,1
"@personal","1,1,1,1,1,1,1,1,2",1304,0,2010-10-11,1,NA
"@craft","1,1",1768,0,2010-10-11,1,NA
"@craft","1,1,1,1,1,1,1",2424,0,2010-10-11,4,1
"@apsupp,@filters","1,1,1,2,1,1,1,1,1,1,1,1",2916,1,2010-10-11,2,0
"@personal","1,1,1,1",3370,0,2010-10-11,3,NA
"@craft","1,1,1,1",4969,0,2010-10-11,1,NA
"@craft","1,1,1,1",6514,0,2010-10-11,1,NA
"@personal","1,1,1,1,1,1,1",7199,1,2010-10-11,1,1
"@craft","2,1,1",7678,0,2010-10-11,1,NA
"@apsupp,@filters,@ui","1,1,1,1,1,1,1,1,1,1,1",8302,1,2010-10-11,4,4
"@craft","1,1,1,1",8502,0,2010-10-11,1,NA
"@planning","1",1,1,2010-10-12,1,1
"@freelance","1,1,1,2,1,1,1,1",111,1,2010-10-12,1,1
"@personal","1,1,1,1,1,1,1,1,2",1304,1,2010-10-12,1,1
"@craft","1,1",1768,0,2010-10-12,1,NA
"@apsupp,@bug","1,1,2,1,1,1,1,1,1,1,1,1,1,1",2414,1,2010-10-12,4,3
"@craft","1,1,1,1,1,1,1,1",2422,0,2010-10-12,1,NA
"@freelance,@unexp","1,1,1,1,1,1",2479,1,2010-10-12,1,1
"@personal","1,1,1,1",3370,0,2010-10-12,3,NA
"@craft","1,1,1,1,1,1,1,1,1,1,1,1,1",3729,0,2010-10-12,3,NA
"@apsupp,@app","1,1,1,2,1,1,1,1,1,1",4392,0,2010-10-12,4,NA
"@craft","1,1,1,1",4969,1,2010-10-12,1,1
"@apsupp,@app","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",5042,0,2010-10-12,2,NA
"@projoscope","1,1,1,1,1",5326,1,2010-10-12,1,2
"@freelance,@unexp","1,1,1,1,1,1,1,1",6243,1,2010-10-12,1,2
"@apsupp","1,1,1,1,1,1,1",6411,1,2010-10-12,2,2
"@conf","1,1,1,1",6494,0,2010-10-12,1,NA
"@craft","1,1,1,1",6514,1,2010-10-12,1,2
"@craft","2,1,1",7678,0,2010-10-12,1,NA
"@craft","1,1,1,1",8502,0,2010-10-12,1,NA
"@projoscope","1",1,0,2010-10-13,NA,NA
"@projoscope","1",1,0,2010-10-13,NA,NA
"@projoscope","1",1,0,2010-10-13,NA,NA
"@projoscope","1,1,1,1,1,1,1,1,1",2119,0,2010-10-13,2,NA
"@personal","1,1,1,1,1,1",2179,1,2010-10-13,1,1
"@pomodori,@unexp","1,1,1,1,1,1,1,1,1",4003,1,2010-10-13,1,2
"@projoscope","1,1,1,1,1,1,1",4276,0,2010-10-13,2,1
"@projoscope","1,1,1,1,1,1,1,1,1",4302,1,2010-10-13,1,1
"@projoscope","1,1,2,1,1",4745,1,2010-10-13,1,3
"@projoscope","2,1,2,1",4780,1,2010-10-13,1,0
"@projoscope","1,1,1,1,1,1,1,1",5380,0,2010-10-13,1,NA
"@projoscope","1,1,1,1,1,1,1,1,1,1,1",7001,1,2010-10-13,2,4
"@projoscope","2,1,1,1,1",7679,1,2010-10-13,1,2
"@projoscope","2,1,1,1,1",7680,1,2010-10-13,1,1
"@projoscope","1,1,1,1,1,1,1,2,1,1,1,1",8482,0,2010-10-13,1,NA
"@projoscope","1,1,1,1,1,1,1,1,1,1,1",9104,0,2010-10-13,5,NA
"@projoscope","1,1,1,1,1,1,1,1",9337,0,2010-10-13,2,NA
"@projoscope","1,1,1,1,1,1,1,1,1",2119,1,2010-10-14,2,2
"@projoscope","1,1,1,1,1,1,1",5022,1,2010-10-14,3,3
"@projoscope","1,1,1,1,1,1,1,1",5380,1,2010-10-14,2,0
"@projoscope","1,1,1,1,1,1,1,2,1,1,1,1",8482,1,2010-10-14,1,6
"@projoscope","1,1,1,1,1,1,1,1,1,1,1",9104,1,2010-10-14,5,5
"@projoscope","1,1,1,1,1,1,1,1",9337,1,2010-10-14,4,1
"@projoscope","1,1,1,1,1,1",400,0,2010-10-16,5,NA
"@personal","1,1,1,1,1",3690,0,2010-10-16,5,1
"@pomodori","1,1,1,1,1,1,1,1,1,1,1,1",5988,1,2010-10-16,3,4
"@pomodori","1,1,1,1,1,1,1,1,1,1",10678,1,2010-10-16,3,1
"@projoscope","1",1,0,2010-10-17,NA,NA
"@projoscope,@planning","1",1,1,2010-10-17,1,1
"@projoscope","1,1,1,1,1,2,1,1",5381,1,2010-10-17,1,1
"@projoscope","1,1,1,1,1,1,1,2,1,1,1,1,1",5382,0,2010-10-17,3,2
"@projoscope","1,1,1,1,1,1,1,1,1,1,1,1",5886,1,2010-10-17,1,1
"@projoscope","1,1,1,1,1,1,1",8605,1,2010-10-17,1,3
"@planning","1",1,1,2010-10-18,1,1
"@apsupp,@bug","1,2,1,1,1,1,1,1,1,1,1,1,1",772,0,2010-10-18,3,NA
"@job,@unexp","1,1,1,1,1,1",919,1,2010-10-18,1,1
"@apsupp,@panic","1,1,1,1,1,1,1,1",1739,0,2010-10-18,3,NA
"@craft","1,1",1768,1,2010-10-18,1,1
"@apsupp,@refactor,@app","1,1,1,1,1,1,1,1,1,1,1,1",2915,0,2010-10-18,2,4
"@apsupp,@app","1,1,1,2,1,1,1,1,1,1",4392,0,2010-10-18,4,NA
"@apsupp","1,1,1,1,1,1,1,1,1,1",4601,0,2010-10-18,3,NA
"@craft","1,1,1,1",4969,0,2010-10-18,1,NA
"@apsupp,@app","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",5042,1,2010-10-18,2,3
"@jazz,@unexp","1,1,1,1,1,1",6346,1,2010-10-18,1,1
"@craft","1,1,1,1",6514,0,2010-10-18,1,NA
"@craft","2,1,1",7678,0,2010-10-18,1,NA
"@craft","1,1,1,1",8502,0,2010-10-18,1,NA
"@job","1,1",10373,1,2010-10-18,1,1
"@job","1,1,1",10374,1,2010-10-18,1,1
"@job","1,1,2,1,1,1,1,1",10377,1,2010-10-18,2,2
"@planning,@craft","1,1,1,1,1,1,1",10890,1,2010-10-18,1,0
"@apsupp,@planning","1",1,1,2010-10-19,1,1
"@planning","1",1,1,2010-10-19,1,1
"@craft","1,1,1",1052,0,2010-10-19,1,NA
"@apsupp","1,1,1,1,1,1,1,1,1,1",1670,1,2010-10-19,1,2
"@apsupp,@panic","1,1,1,1,1,1,1,1",1739,1,2010-10-19,3,1
"@craft","1,1",1768,0,2010-10-19,1,NA
"@apsupp,@refactor,@app","1,1,1,1,1,1,1,1,1,1,1,1",2915,1,2010-10-19,2,2
"@apsupp","1,1,1,1,1,1,1,1,1,1,1,1,1",3266,1,2010-10-19,1,0
"@job","1,1,1,1",3785,1,2010-10-19,2,1
"@apsupp,@app","1,1,1,2,1,1,1,1,1,1",4392,1,2010-10-19,4,5
"@apsupp","1,1,1,1,1,1,1,1,1,1",4601,0,2010-10-19,1,NA
"@apsupp","1,1,1,1,1,1,1,1,1,1,1",4720,1,2010-10-19,1,3
"@craft","1,1",5123,0,2010-10-19,1,NA
"@craft","2,1,1",7678,0,2010-10-19,1,NA
"@craft","1,1,1,1",8502,0,2010-10-19,1,NA
"@craft","1,1,1,1,1,1",9455,0,2010-10-19,2,NA
"@craft","2,1,1,1,1,1,1",9798,1,2010-10-19,1,1
"@apsupp,@app","1,1,1,1,1,1,1,1,1,1,1,1,1",9966,0,2010-10-19,2,NA
"@apsupp,@ticket","1,1,1,1,1,1,1,1,1,1",10580,0,2010-10-19,4,NA
"@planning","1",1,1,2010-10-20,1,2
"@craft","1,1,1",1052,0,2010-10-20,1,NA
"@craft,@asciiedit","1,1,1,1,1,1,1,1,1",1734,1,2010-10-20,1,1
"@craft","1,1",1768,0,2010-10-20,1,NA
"@craft,@asciiedit","1,1,1,1,1,1,1,1,1",3238,0,2010-10-20,3,1
"@craft,@planning","1,1,1,1,1",3780,1,2010-10-20,3,5
"@craft,@asciiedit","1,1,1,1,1",4121,0,2010-10-20,2,2
"@craft,@asciiedit","1,1,1,1,1",4121,1,2010-10-20,2,2
"@craft,@asciiedit","1,1,1,1,1,1,1,1,1",4438,1,2010-10-20,1,0
"@craft","1,1",5123,0,2010-10-20,1,NA
"@craft,@asciiedit","1,1,1,1,1,1",5252,1,2010-10-20,1,0
"@craft,@asciiedit","1,1,1,1,1,1,1,1,1,1",5889,0,2010-10-20,3,NA
"@personal","3,1,1,1,1,1,1",6493,0,2010-10-20,1,NA
"@craft,@asciiedit","1,1,1,2,1,1",6802,1,2010-10-20,3,2
"@craft","2,1,1",7678,0,2010-10-20,1,NA
"@craft","1,1,1,1,1",8174,0,2010-10-20,1,NA
"@craft","1,1,1,1",8502,0,2010-10-20,1,NA
"@craft,@asciiedit","1,1,1,1,1,1,1,1,1",8556,0,2010-10-20,1,NA
"@craft,@asciiedit","1,1,2,1,1,1,2",9917,1,2010-10-20,2,2
"@apsupp,@app","1,1,1,1,1,1,1,1,1,1,1,1,1",9966,0,2010-10-20,2,NA
"@apsupp,@ticket","1,1,1,1,1,1,1,1,1,1",10580,0,2010-10-20,4,NA
"@craft,@asciiedit","1,1,1,1,1",10635,1,2010-10-20,2,2
"@craft","1,1,1",1052,0,2010-10-21,1,NA
"@craft","1,1",1768,0,2010-10-21,1,NA
"@craft,@asciiedit","1,1,1,1,1,1,1",3598,1,2010-10-21,3,8
"@craft","1,1",5123,0,2010-10-21,1,NA
"@personal","3,1,1,1,1,1,1",6493,1,2010-10-21,1,2
"@craft,@asciiedit","1,1,1,1",6708,1,2010-10-21,1,NA
"@personal","1,1,1,1,1,1,1,1,1,1",7196,0,2010-10-21,1,NA
"@job","1,1,1,1,1,1,1,1,2",7223,0,2010-10-21,2,NA
"@craft","2,1,1",7678,0,2010-10-21,1,NA
"@craft","1,1,1,1,1",8174,0,2010-10-21,1,NA
"@job","1,1,1,1,1,1,1,1,1",8485,0,2010-10-21,1,NA
"@craft","1,1,1,1",8502,0,2010-10-21,1,NA
"@craft,@asciiedit","1,1,1,1,1,1,1,1,1",8556,1,2010-10-21,1,1
"@apsupp,@bug,@unexp","1,1,1,1,1,1,1,1",9733,1,2010-10-21,1,1
"@apsupp,@app","1,1,1,1,1,1,1,1,1,1,1,1,1",9966,0,2010-10-21,2,NA
"@apsupp,@ticket","1,1,1,1,1,1,1,1,1,1",10580,1,2010-10-21,4,2
"@planning","1",1,1,2010-10-22,1,1
"@craft","1,1,1",1052,0,2010-10-22,1,NA
"@rubyconf","1,1,1,1",1678,1,2010-10-22,1,1
"@rubyconf","1,1,1,1",1679,1,2010-10-22,1,1
"@craft","1,1",1768,0,2010-10-22,1,NA
"@craft","1,1",5123,0,2010-10-22,1,NA
"@job","1,1,1,1,1",7222,1,2010-10-22,1,2
"@craft","2,1,1",7678,0,2010-10-22,1,NA
"@personal","1,1,1,1,1,1,1,1,1",8116,1,2010-10-22,1,1
"@personal","1,1,1,1,1",8174,1,2010-10-22,1,1
"@craft","1,1,1,1",8502,0,2010-10-22,1,NA
"@apsupp,@app","1,1,1,1,1,1,1,1,1,1,1,1,1",9966,0,2010-10-22,2,NA
"@planning","1",1,1,2010-10-24,1,1
"@apsupp,@pag","1,1,1,1,1,1,1,1,1,1,1,1",178,1,2010-10-24,4,3
"@apsupp,@pag","1,1,1,2,1,1,1,1,1",261,0,2010-10-24,1,NA
"@craft","1,1,1,1,1,1,1,1,1,1",1792,0,2010-10-24,5,3
"@job,@unexp","1,1,1,1,1,1",3781,1,2010-10-24,3,2
"@apsupp,@pag","1,1,1,1,1",4343,1,2010-10-24,1,2
"@apsupp,@pag","1,1,1,1,1,1,1,1,2,1,1,1,1",5336,0,2010-10-24,2,NA
"@apsupp,@pag,@bug","1,1,1,1,1,1,1,1,1,1,1",6711,0,2010-10-24,2,NA
"@job,@unexp","1,1,1,1,1,1,1,1",8619,1,2010-10-24,2,1
"@apsupp,@app","1,1,1,1,1,1,1,1,1,1,1,1,1",9966,1,2010-10-24,2,3
"@apsupp,@bug","1,1,1,1,1,1,1,1,1,1,1,1",10057,1,2010-10-24,2,0
"@craft","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",10728,1,2010-10-24,3,1
"@planning","1",1,1,2010-10-26,1,1
"@craft","1,1,1,1,1,1,1",1817,0,2010-10-26,1,1
"@craft","1,1,1,1,1",2560,0,2010-10-26,2,NA
"@planning","1,1,1",6451,1,2010-10-26,1,2
"@teamly,@inception","1,1,1,1,1,1,1,1,1",8627,1,2010-10-26,2,2
"@craft","1,1,1,1,1,1,1",8805,0,2010-10-26,2,NA
"@teamly,@inception","1,1,1",9761,1,2010-10-26,2,2
"@craft","1,1,1,1,1",10468,0,2010-10-26,3,NA
"@planning","1",1,1,2010-10-27,1,1
"@job","1,1,1,1,1,1",4346,1,2010-10-27,1,1
"@craft","1,1,1",7870,1,2010-10-27,4,6
"@conf","1,1,1,1,1",8509,0,2010-10-27,1,1
"@planning","1",1,1,2010-10-28,1,1
"@apsupp,@pag","1,1,1,2,1,1,1,1,1",261,1,2010-10-28,1,1
"@riskapp,@unexp","1,1,1,1,1,1,1,1,1,1",1305,1,2010-10-28,2,3
"@personal,@unexp","1,1,1,1,1,1",3692,1,2010-10-28,0,1
"@apsupp,@pag","1,1,1,1,1,1,1,1,2,1,1,1,1",5336,0,2010-10-28,2,NA
"@apsupp,@bug","1,1,1,1,1,1,1",5379,0,2010-10-28,2,NA
"@riskapp,@contract","1,1,1,1,1,1,1,1,1,1,1,1",5733,0,2010-10-28,2,NA
"@buy,@usa","1,2,1,1,1,1,1,1,1,1,1,1,1",6625,0,2010-10-28,1,1
"@riskapp,@contract","1,1,1,1,1,1",7703,1,2010-10-28,2,4
"@apsupp,@pag","1,1,1,1,1,1",8261,0,2010-10-28,3,NA
"@apsupp,@pag","1,1,1,1,1,1,1,1,1,1,1",8401,0,2010-10-28,1,NA
"@apsupp,@pag","1,1,1,1,1,1,1,1,1,1,1",10917,0,2010-10-28,4,NA
"@planning","1",1,1,2010-10-29,1,1
"@craft","1,1,1",1052,0,2010-10-29,1,NA
"@craft","1,1",1768,0,2010-10-29,1,NA
"@riskapp,@unexp","1,1,1,1,1,1",4519,1,2010-10-29,1,2
"@craft","1,1",5123,0,2010-10-29,1,NA
"@apsupp,@pag","1,1,1,1,1,1,1,1,2,1,1,1,1",5336,0,2010-10-29,2,NA
"@apsupp,@bug","1,1,1,1,1,1,1",5379,0,2010-10-29,2,NA
"@teamly","2,1,1,1,1,1",5913,1,2010-10-29,2,3
"@teamly,@unexp","1,1,1,1,1,1,1,1",7630,0,2010-10-29,1,NA
"@craft","2,1,1",7678,0,2010-10-29,1,NA
"@pomodori,@setup","1,1,1,1,1,1,1,1,1,1",8088,0,2010-10-29,2,NA
"@pomodori","1,1,1,1,1,1,1,1",8190,0,2010-10-29,1,NA
"@apsupp,@pag","1,1,1,1,1,1",8261,0,2010-10-29,3,NA
"@apsupp,@pag","1,1,1,1,1,1,1,1,1,1,1",8401,0,2010-10-29,1,NA
"@craft","1,1,1,1",8502,0,2010-10-29,1,NA
"@craft","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",9675,0,2010-10-29,1,NA
"@riskapp","1,1,1,1,1,1,1",9695,1,2010-10-29,2,2
"@apsupp,@pag","1,1,1,1,1,1,1,1,1,1,1",10917,0,2010-10-29,4,NA
"@src2011","1,1,1,1,1,1,1,1,1,1,1,1,1",1885,1,2010-10-31,1,7
"@src2011","1,1,1,1,1,1,2,1,1,1,1,1,1",8631,1,2010-10-31,1,1
"@src2011","1,1,1,1,1,1,1,1,1,1",9870,1,2010-10-31,3,1
"@blog","1,1,1,1,1",10184,0,2010-10-31,3,1
"@planning","1",1,1,2010-11-01,1,1
"@pomo,@setup","1,1,1,1,1,1,1,1,1",298,0,2010-11-01,1,NA
"@craft","1,1,1",1052,0,2010-11-01,1,NA
"@craft","1,1",1768,0,2010-11-01,1,NA
"@riskapp,@cotract","1,1,1,1,1",2175,0,2010-11-01,1,NA
"@pomo,@setup","1,1,1,1,1,1,1,1,1",2233,0,2010-11-01,1,1
"@rubyconf","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",2940,0,2010-11-01,1,NA
"@bdash,@planning","1,1,1,1,1,1,1,1,1",2954,1,2010-11-01,2,2
"@pomo,@craft","1,1,1,1,1,1,1,1,1,1,1,1,1,1",4510,1,2010-11-01,2,2
"@riskapp,@meeting","1,1,1,1,1,1,1",4516,0,2010-11-01,2,NA
"@craft","1,1",5123,0,2010-11-01,1,NA
"@riskapp,@cotract","1,1,1,1,1,1",5496,0,2010-11-01,2,1
"@pomo,@setup","1,1,1,1,1,1,2,1,1,1",5770,0,2010-11-01,2,NA
"@craft","1,1,1,1,1,1,1,1,1",6246,0,2010-11-01,1,NA
"@job","2,1,1,1,1,1,1,1,1",6466,0,2010-11-01,1,NA
"@riskapp,@cotract","1,1,1,1,1,1",7445,1,2010-11-01,2,4
"@craft","2,1,1",7678,0,2010-11-01,1,NA
"@craft","1,1,1,1",8502,0,2010-11-01,1,NA
"@bgd,@unexp","1,1,1,1,1,1,1",9277,1,2010-11-01,1,2
"@riskapp,@cotract","1,1,1,1,1",9586,1,2010-11-01,2,1
"@job","1,1,1,1,1,1,1,1,1,1,1",9772,1,2010-11-01,1,0
"@riskapp","1,1,1,1,1",10905,0,2010-11-01,2,NA
"@planning","1",1,1,2010-11-02,1,1
"@githubub,@setup","1,1,1,1,1,1,1,1,2",358,0,2010-11-02,4,4
"@riskapp,@contract","1,1,1,1,1",2175,1,2010-11-02,1,2
"@rubyconf","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",2940,0,2010-11-02,1,NA
"@githubub,@setup","1,1,1",4275,0,2010-11-02,2,NA
"@githubub,@planning","1,1,1,1,1,1,1,1",6128,1,2010-11-02,4,3
"@apsupp","1,1,1,1,1,1,1",7364,1,2010-11-02,4,4
"@riskapp","1,1,1,1",8347,1,2010-11-02,1,1
"@riskapp","1,1,1,1,1,1,1,1,1",10049,1,2010-11-02,1,1
"@planning","1",1,1,2010-11-03,1,2
"@personal","1,1,1",804,1,2010-11-03,2,1
"@githubub,@auth","1,1,1,1,1,1,1,1,1,1",2700,1,2010-11-03,3,1
"@githubub","1,1,1,1,1",3515,1,2010-11-03,1,1
"@githubub,@auth","1,1,1,1,1",3964,0,2010-11-03,4,NA
"@craft","1,1,1,1",4968,0,2010-11-03,1,NA
"@apsupp,@app","1,1,1,1,1,1,1,1,1",5168,1,2010-11-03,1,1
"@githubub,@auth","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1",5611,1,2010-11-03,4,3
"@apsupp,@app","1,1,1,1,1,1,1",5971,1,2010-11-03,2,2
"@githubub,@auth","1,1,1,1,1,1,1,1,1",6344,1,2010-11-03,2,0
"@craft","1,1,1",7125,0,2010-11-03,1,NA
"@craft","1,1,1",7440,0,2010-11-03,1,NA
"@craft","1,1,1",7441,0,2010-11-03,1,NA
"@craft","1,1,1,1",7682,1,2010-11-03,1,1
"@personal","1,1,1,1,1,1,1",8055,1,2010-11-03,1,0
"@apsupp,@app","1,1,1,1,1,1,1,1,1",8109,1,2010-11-03,1,1
"@githubub","1,1,1,1,1,1,1,1",9036,1,2010-11-03,1,0
"@apsupp,@app","1,1,1,1,1,1,1,1,1,1",9543,1,2010-11-03,2,1
"@planning","1",1,1,2010-11-04,1,2
"@githubub,@auth","1,1,1,1,1,1,1,1,1,1",2890,0,2010-11-04,4,NA
"@githubub,@auth","1,1,1,1,1",3964,1,2010-11-04,2,1
"@githubub,@setup","1,1,1",4275,0,2010-11-04,2,NA
"@githubub,@setup","1,1,1,1,1,1,1",4756,1,2010-11-04,4,2
"@githubub,@setup","1,1,1,1,1,1,1",4790,0,2010-11-04,1,NA
"@githubub,@ui","1,1,1,1,1,1,1",4802,1,2010-11-04,4,6
"@craft","1,1,1,1",4968,0,2010-11-04,1,NA
"@craft","1,1,1",7125,0,2010-11-04,1,NA
"@craft","1,1,1",7440,0,2010-11-04,1,NA
"@craft","1,1,1",7441,0,2010-11-04,1,NA
"@craft","1,1,1,1",7682,1,2010-11-04,1,1
"@githubub,@auth","1,1,1,1,1,1,1",9044,0,2010-11-04,2,NA
"@githubub,@learn","1,1,1,1,1,1,1",9606,0,2010-11-04,3,NA
"@personal","1,1,1,1,1,1,1,1,1,1,1,1",9682,0,2010-11-04,3,NA
"@planning","1",1,1,2010-11-05,1,2
"@apsupp,@deploy","1,1,1,1,1,1,1,1,1,1",1652,1,2010-11-05,1,1
"@teamly,@rampup","1,1,1,1,1,1,1",1892,0,2010-11-05,3,NA
"@apsupp,@deploy","1,1,1,1,1,1,1",3182,1,2010-11-05,1,0
"@apsupp,@app","1,1,1,1,1,1,1,1,1,1",3668,1,2010-11-05,2,3
"@apsupp,@deploy,@unexp","1,1,1,1,1,1",5585,0,2010-11-05,2,1
"@teamly,@rampup","1,1",5703,1,2010-11-05,5,7
"@personal","1,1,1,1,1,1,1,1,1,1",10549,0,2010-11-05,2,NA
"@apsupp,@bug","1,1,1",3681,0,2010-11-09,3,NA
"@riskapp,@meeting","1,1,1",7448,0,2010-11-09,4,NA
"@apsupp,@bug","1,1,1,1,1",8673,0,2010-11-09,2,NA
"@personal","1,1,1,1,1,1,1,1,1",10559,0,2010-11-09,1,NA
"@planning","1",1,1,2010-11-10,1,2
"@teamly,@inception","1,1,1,1,1,1,1,1,1,1,1,1",4049,1,2010-11-10,2,2
"@teamly,@inception","1,1,1,1,1,1,1,1,1,1",4052,1,2010-11-10,3,3
"@teamly,@unexp","1,1,1,1",5164,0,2010-11-10,4,2
"@conf","1,1,1,1,1,1,1,1,1,1,1",5529,0,2010-11-10,1,NA
"@riskapp,@inception","1,1,1,1,1",7207,1,2010-11-10,1,2
"@teamly","1,1,1,1,1,1,1,1,1,1,2,1,1,1,1",7208,1,2010-11-10,1,1
"@apsupp,@bug","1,1,1,1",9333,0,2010-11-11,4,NA
"@planning","1",1,0,2010-11-17,1,NA
"@craft","1,1,1,1",4968,0,2010-11-17,1,NA
"@craft","1,1,1",7125,0,2010-11-17,1,NA
"@craft","1,1,1",7440,0,2010-11-17,1,NA
"@craft","1,1,1",7441,0,2010-11-17,1,NA
"@craft","1,1,1,1",7682,0,2010-11-17,1,NA
"@planning","1",1,1,2010-11-18,1,1
"@teamly,@inception","1,1,1,1,1,1,1,1,1,1,1",4087,1,2010-11-18,2,2
"@riskapp,@inception","1,1,1,1,1,1,1,1,1,1,1",4518,1,2010-11-18,1,3
"@riskapp,@learn","1,1,1,1,1,1,1",5072,1,2010-11-18,3,1
"@personal,@unexp","1,1,1,1,1,1,1,1,1,1,1,1",8197,1,2010-11-18,2,3
"@personal,@blog","1,1,1,1,1,1",11008,0,2010-11-18,6,1
"@planning","1",1,1,2010-11-19,1,1
